Product_ID,Product_List_Title,Quantity,Unit_Price,Discount_Rate
515,Product 13,9,198.9428203315333,0.15
523,Product 56,6,313.56783801778863,0.2
554,Product 99,4,182.94966669165476,0.2
504,Product 74,2,174.2867345383649,0.05
519,Product 44,1,211.85946656670995,0.15
501,Product 3,5,137.5159330127624,0.0
532,Product 66,3,327.4305485353589,0.0
517,Product 22,5,190.2151340005149,0.15
542,Product 61,9,334.2253013159297,0.15
501,Product 2,8,237.4066281322169,0.0
553,Product 61,8,204.83006549090655,0.1
558,Product 6,8,222.03727664965527,0.1
532,Product 42,9,207.4079084899922,0.0
534,Product 89,6,315.5879013622304,0.2
537,Product 89,5,122.90416443750144,0.0
539,Product 22,1,132.9375923886402,0.1
544,Product 26,9,461.2873153373222,0.05
513,Product 75,9,94.13001477567028,0.2
546,Product 21,6,191.2084954337165,0.15
526,Product 47,7,40.57309361315585,0.05
528,Product 80,2,485.425983765768,0.0
503,Product 82,1,330.6275826914327,0.1
546,Product 81,5,398.6400082584023,0.1
533,Product 24,4,314.9481996624506,0.1
533,Product 95,8,295.7634940957778,0.0
532,Product 46,6,440.80102857461134,0.1
546,Product 98,2,319.15167721229005,0.15
550,Product 88,2,450.29469629067125,0.0
557,Product 91,6,420.6959377444349,0.0
560,Product 55,5,353.55840126456206,0.15
549,Product 71,9,217.08830653666848,0.05
516,Product 71,3,307.29854511154383,0.15
501,Product 68,3,277.7508548781452,0.05
506,Product 15,9,56.74564588347321,0.15
532,Product 75,5,351.11651111758334,0.2
534,Product 78,9,242.22139785689032,0.05
547,Product 5,9,394.04232281721255,0.05
509,Product 98,1,24.71274261140248,0.0
522,Product 96,7,31.510971895072508,0.2
547,Product 60,2,256.4677905033749,0.1
552,Product 42,3,237.85466358794952,0.0
508,Product 37,4,290.577544112191,0.2
546,Product 83,2,263.8006585791637,0.0
502,Product 93,2,420.1886176370196,0.2
538,Product 97,1,137.1924601447741,0.2
523,Product 74,3,234.27280652805405,0.15
547,Product 78,7,359.8858344552821,0.0
529,Product 64,4,113.701590299232,0.0
543,Product 18,3,53.41630984514274,0.2
514,Product 89,9,339.7071176130591,0.1
542,Product 13,7,46.31165706168487,0.2
511,Product 17,7,128.5277141153157,0.05
543,Product 15,4,208.2184189311961,0.15
556,Product 80,8,42.6167166779692,0.1
511,Product 92,7,256.2893088887639,0.0
552,Product 37,4,483.3632775130519,0.0
534,Product 11,3,51.43703526764655,0.1
536,Product 53,8,446.300663437471,0.1
544,Product 82,4,256.4677905033749,0.1
535,Product 75,6,427.7482364105255,0.0
524,Product 78,1,101.98397878920352,0.0
504,Product 48,3,142.69510073811657,0.0
511,Product 29,6,396.753495676646,0.05
534,Product 1,1,36.62269706322287,0.1
528,Product 14,6,367.3789491031182,0.0
510,Product 76,1,222.8576263132388,0.0
525,Product 11,8,471.934916356115,0.1
502,Product 59,9,444.185783303472,0.0
508,Product 84,8,457.75633749789705,0.1
515,Product 79,6,67.60013707360778,0.05
518,Product 35,6,256.4677905033749,0.15
526,Product 73,6,134.1034679261304,0.2
507,Product 22,5,439.9017220350909,0.0
522,Product 16,7,356.41847885330094,0.1
548,Product 67,8,256.4677905033749,0.1
543,Product 90,6,307.79881471686974,0.0
549,Product 78,9,442.45433961845015,0.2
549,Product 40,6,376.61011690393474,0.15
508,Product 51,5,414.45367542073456,0.2
506,Product 40,6,198.3339688768261,0.0
547,Product 28,9,17.199760440927385,0.2
541,Product 12,4,42.95539784401025,0.2
519,Product 66,8,251.50364637924883,0.0
539,Product 5,6,56.50978904261816,0.1
507,Product 93,3,292.7900671587772,0.2
539,Product 93,1,256.4677905033749,0.2
506,Product 90,8,214.9835934101173,0.15
507,Product 99,3,475.8786267883556,0.15
508,Product 38,6,446.1691573240472,0.05
508,Product 22,2,186.6091452993282,0.2
506,Product 34,3,292.5841754403006,0.05
502,Product 6,5,430.8202178723958,0.2
532,Product 78,1,407.33050469388,0.0
537,Product 45,2,256.4677905033749,0.1
528,Product 12,4,330.7788365643177,0.0
531,Product 74,2,256.4677905033749,0.0
513,Product 46,7,152.347207778996,0.05
501,Product 73,7,275.462872491106,0.05
529,Product 76,4,10.663276600579396,0.2
533,Product 55,6,103.15274839402652,0.0
520,Product 48,5,189.18356664807197,0.1
545,Product 52,4,263.1822087608712,0.2
515,Product 60,1,405.5062133087925,0.0
521,Product 62,3,480.85087199512407,0.05
503,Product 31,5,60.258301665959,0.15
501,Product 10,8,418.0868846262528,0.0
505,Product 24,2,410.3927895876368,0.0
550,Product 74,5,141.02699365019524,0.2
514,Product 50,1,73.54269932987532,0.15
560,Product 92,7,293.3662157159767,0.0
555,Product 45,6,487.9181354047446,0.15
556,Product 61,7,64.64098403742543,0.1
541,Product 20,3,235.235786497304,0.15
553,Product 69,3,209.6960852058911,0.05
512,Product 35,7,496.6949575572524,0.05
506,Product 28,5,135.66689989821532,0.15
550,Product 34,6,425.7284357543571,0.05
537,Product 14,2,256.4677905033749,0.1
501,Product 79,8,150.94003723140233,0.1
505,Product 81,6,45.43507287638992,0.05
550,Product 4,2,145.39636314826828,0.2
551,Product 82,4,381.8003643410893,0.1
512,Product 94,3,278.9407458879044,0.05
532,Product 96,3,256.4677905033749,0.2
514,Product 53,8,319.3952713970044,0.0
514,Product 5,2,367.2007202113501,0.1
517,Product 38,3,310.5129255948157,0.15
508,Product 97,8,16.735321465559174,0.05
554,Product 18,1,407.4506472674008,0.2
533,Product 82,1,371.57952274347247,0.05
525,Product 88,3,180.5668406524612,0.05
553,Product 80,7,300.491688448974,0.0
558,Product 37,1,14.09820411965998,0.15
560,Product 96,2,406.03525290451887,0.1
505,Product 74,1,453.9826596358176,0.15
543,Product 10,3,136.76870465616605,0.15
514,Product 96,1,170.10384559472,0.1
522,Product 36,7,82.01172769822274,0.0
511,Product 61,8,213.72980072642773,0.1
531,Product 15,3,399.31261680046686,0.2
547,Product 42,4,308.903634368948,0.0
559,Product 15,4,349.87284816215964,0.15
555,Product 89,2,404.162889241962,0.0
525,Product 52,5,64.1116130714403,0.2
554,Product 25,5,296.0486624519147,0.1
541,Product 78,9,290.15553174043686,0.2
513,Product 45,3,414.1241863000337,0.05
558,Product 13,8,120.80141231233924,0.1
552,Product 92,1,217.4342206350668,0.2
527,Product 62,2,256.5111358821198,0.0
524,Product 10,9,413.0420492482564,0.0
503,Product 34,6,486.9574833907624,0.05
518,Product 5,2,13.84237947823924,0.0
541,Product 28,8,106.36025662694976,0.2
546,Product 15,3,175.2312220272185,0.2
557,Product 77,6,47.66241688532012,0.0
525,Product 78,5,488.24677340681467,0.15
540,Product 76,5,233.03427594949164,0.05
526,Product 97,9,256.4677905033749,0.1
502,Product 97,4,167.53289361146216,0.05
533,Product 46,5,47.35721680704659,0.0
557,Product 56,1,490.7843392904168,0.1
539,Product 59,2,48.44334999539073,0.2
548,Product 33,1,256.4677905033749,0.1
547,Product 54,4,111.06353577971478,0.0
552,Product 16,5,356.6245300161346,0.0
535,Product 25,1,355.2316697334482,0.05
527,Product 44,1,371.9743438560175,0.0
550,Product 47,3,302.6060999352479,0.0
536,Product 63,1,282.87043715432696,0.1
553,Product 91,4,430.7944968812414,0.1
501,Product 7,9,40.63788491399441,0.15
517,Product 55,7,256.4677905033749,0.1
506,Product 42,3,212.68491071013128,0.15
540,Product 57,2,155.31435698090604,0.2
555,Product 3,6,299.6538485966731,0.15
508,Product 36,6,110.11502786549543,0.0
519,Product 89,7,226.84730225922533,0.0
512,Product 90,7,192.830083026968,0.0
508,Product 35,7,247.1547904080761,0.0
553,Product 10,8,124.75965175390373,0.2
526,Product 49,3,25.26305546876162,0.2
536,Product 63,3,10.976146257344432,0.0
511,Product 82,7,256.4677905033749,0.05
547,Product 16,2,14.076771691324089,0.0
523,Product 9,4,332.93225096479387,0.0
539,Product 72,6,145.7361369197296,0.1
506,Product 7,9,341.7009836684503,0.1
532,Product 11,2,186.4247282914794,0.05
545,Product 61,5,321.6107601450883,0.15
542,Product 94,9,297.91707684360694,0.15
514,Product 42,5,307.35500821466815,0.2
543,Product 89,6,368.87651403860576,0.0
520,Product 49,4,158.9318310049634,0.05
548,Product 54,7,350.0352993499768,0.15
520,Product 89,8,70.94051551025001,0.05
525,Product 35,7,43.54477247345325,0.0
502,Product 57,6,256.4677905033749,0.1
538,Product 70,4,473.8995271724638,0.0
534,Product 94,4,190.6665137237497,0.2
529,Product 81,1,386.10813797378,0.0
521,Product 88,4,371.3387820276319,0.2
554,Product 95,1,429.70323963648417,0.05
558,Product 15,5,331.7492261168593,0.2
549,Product 71,8,82.16502614052456,0.0
538,Product 49,3,256.4677905033749,0.2
536,Product 17,8,403.7334531366756,0.0
554,Product 4,4,87.06387200806053,0.1
502,Product 7,3,185.32890121563892,0.1
514,Product 92,4,221.68927452130796,0.0
533,Product 18,1,445.1779125776776,0.15
526,Product 36,3,485.6315072507746,0.0
509,Product 46,3,237.47687467222025,0.0
533,Product 76,4,246.6894518038561,0.05
559,Product 81,8,132.01428069345403,0.15
508,Product 36,3,256.5349115502546,0.05
544,Product 7,9,90.98940017004914,0.2
537,Product 62,7,43.493068151879726,0.1
533,Product 29,9,72.6547325989846,0.05
549,Product 7,3,172.90351700286888,0.2
504,Product 50,8,256.4677905033749,0.1
503,Product 54,5,315.6341115833645,0.05
503,Product 78,7,350.3740698579266,0.1
535,Product 4,2,256.4677905033749,0.0
539,Product 66,6,369.8775267170398,0.05
539,Product 10,7,334.59266573352335,0.0
519,Product 83,3,105.53784795114171,0.0
555,Product 10,2,498.6193534124457,0.05
553,Product 89,4,156.90225850696558,0.05
545,Product 80,4,157.51257813881338,0.1
512,Product 63,9,256.4677905033749,0.2
550,Product 30,7,373.042987514515,0.0
511,Product 34,7,107.61548469808602,0.15
511,Product 75,5,167.61829493317882,0.15
555,Product 44,6,376.70833134135336,0.2
536,Product 4,7,299.4125386573725,0.2
503,Product 79,9,30.78692612137693,0.2
518,Product 19,2,298.8324548475016,0.15
530,Product 88,4,260.4532782262426,0.2
507,Product 63,4,392.3843005497804,0.15
520,Product 22,3,97.88869418598313,0.1
545,Product 21,7,225.4728383888752,0.0
501,Product 22,8,449.7092742375567,0.0
531,Product 5,4,486.8082998564431,0.0
543,Product 45,5,154.6923420834922,0.2
509,Product 97,2,498.1172600144016,0.05
513,Product 42,9,143.2535593150399,0.2
531,Product 79,8,190.5399707591237,0.05
559,Product 46,2,359.39256481081617,0.1
550,Product 25,2,109.28999072631817,0.2
512,Product 5,6,10.005701030129408,0.0
537,Product 13,6,449.98040160925626,0.15
556,Product 12,7,482.398424080153,0.2
544,Product 17,5,428.9647987937682,0.0
533,Product 64,3,151.70184868501542,0.0
554,Product 3,9,464.2842081406294,0.2
555,Product 84,8,343.2548238690166,0.2
516,Product 96,5,256.4677905033749,0.1
551,Product 81,4,255.30589135450472,0.0
530,Product 42,9,256.4677905033749,0.1
533,Product 36,8,423.98696040006223,0.05
504,Product 53,4,395.8196431086431,0.0
510,Product 42,2,412.69716382682606,0.1
529,Product 58,2,65.51871731645745,0.0
546,Product 41,2,29.099867123953903,0.1
552,Product 42,5,256.4677905033749,0.05
540,Product 23,2,137.17547375628425,0.05
509,Product 56,7,245.6361718354744,0.2
527,Product 14,8,79.99256275902262,0.1
551,Product 45,3,172.4667025429249,0.1
502,Product 49,2,257.7607351767598,0.0
512,Product 52,1,382.9085172228837,0.0
519,Product 27,6,234.880853132442,0.1
524,Product 32,9,228.31540298352652,0.05
538,Product 61,8,78.99344495741128,0.1
518,Product 23,7,484.20311798208536,0.0
512,Product 54,9,148.41458454874305,0.15
550,Product 39,9,300.8448583356051,0.15
508,Product 58,2,209.9943285246821,0.1
509,Product 62,3,374.0119318972901,0.15
556,Product 53,1,200.0347840592963,0.0
538,Product 32,2,25.554445032764423,0.05
554,Product 38,5,447.01735095726,0.0
508,Product 77,1,287.4285387002847,0.15
513,Product 30,5,317.92896374114764,0.1
559,Product 5,9,59.67271980104798,0.2
539,Product 68,5,129.26437477707992,0.1
505,Product 36,3,177.53358627169027,0.2
506,Product 65,6,256.4677905033749,0.0
539,Product 96,6,338.8671619560474,0.0
549,Product 33,5,293.61530971085085,0.1
503,Product 26,2,376.2477592323801,0.0
539,Product 22,5,403.7065442154735,0.1
538,Product 92,8,405.4130905331569,0.0
543,Product 67,4,303.53184770368694,0.05
550,Product 38,3,108.13818875513668,0.05
542,Product 60,1,256.4677905033749,0.0
553,Product 18,5,49.76309748275718,0.2
501,Product 69,6,222.57053559249948,0.15
559,Product 20,5,14.86267235263946,0.2
521,Product 21,9,109.1045484570221,0.15
522,Product 86,4,122.14897661691452,0.15
530,Product 32,9,351.632597135722,0.05
543,Product 1,8,35.39954156866722,0.1
557,Product 85,7,369.0225347892374,0.0
553,Product 65,4,273.7826521952996,0.1
547,Product 9,5,320.02882058681445,0.1
523,Product 72,4,264.4200396823005,0.0
544,Product 71,3,302.45741967500214,0.0
512,Product 85,8,18.304355795894686,0.2
558,Product 76,8,256.4677905033749,0.0
524,Product 85,1,357.2951710622856,0.05
552,Product 39,3,370.9022618840484,0.1
528,Product 53,7,256.4677905033749,0.15
530,Product 9,6,82.17849169669547,0.1
507,Product 98,9,47.7161179966283,0.1
546,Product 57,8,131.70796828417167,0.2
545,Product 60,6,432.6938308630977,0.0
503,Product 53,3,150.83070226813408,0.0
547,Product 3,3,402.0017060642039,0.05
512,Product 70,3,35.47478246907667,0.15
504,Product 9,8,256.4677905033749,0.15
511,Product 97,8,459.5680631346752,0.1
525,Product 20,5,15.59481189249608,0.0
534,Product 18,9,222.45556838998104,0.0
524,Product 47,2,12.603603077489511,0.0
525,Product 49,2,373.7040617275527,0.2
512,Product 69,3,59.47927234070293,0.2
550,Product 92,7,113.5035974217362,0.1
526,Product 95,5,191.0913577191189,0.0
504,Product 16,2,40.71791459471427,0.15
560,Product 92,1,130.83578113923207,0.2
559,Product 89,2,55.11282318041296,0.2
560,Product 97,7,165.61752967794718,0.0
503,Product 44,6,387.8501797674245,0.1
503,Product 35,4,301.614520703784,0.15
545,Product 88,3,256.4677905033749,0.15
545,Product 63,8,255.2957498658067,0.2
555,Product 48,5,463.8350935315732,0.15
525,Product 40,6,294.2435289880328,0.05
535,Product 58,5,336.5288526533212,0.05
502,Product 61,6,490.77714001352433,0.1
519,Product 32,8,442.02839980331896,0.0
526,Product 58,5,256.4677905033749,0.2
533,Product 6,4,61.62881190291967,0.2
548,Product 32,5,314.9826843673384,0.05
509,Product 68,2,43.07624787507275,0.05
518,Product 68,6,387.37752376097706,0.15
515,Product 88,8,28.409834295464616,0.1
512,Product 83,5,255.1761286456247,0.05
540,Product 7,7,256.4677905033749,0.05
505,Product 1,1,340.0862545627048,0.1
521,Product 43,8,210.7388161542364,0.2
536,Product 6,8,18.88078011240757,0.0
527,Product 33,1,403.29375305293553,0.05
520,Product 18,2,15.956818023919537,0.1
551,Product 85,7,220.18272338077068,0.0
515,Product 29,6,256.4677905033749,0.2
544,Product 77,9,434.3868604697288,0.1
501,Product 55,8,207.7644911571797,0.2
545,Product 6,6,472.92076680370906,0.2
514,Product 4,8,325.96797597093376,0.0
557,Product 71,1,208.10197615488585,0.15
511,Product 29,3,315.08896146334246,0.0
513,Product 36,4,222.40139405026085,0.0
513,Product 82,5,141.73822204727483,0.0
512,Product 89,6,142.4927103284175,0.15
533,Product 40,9,265.51522297352125,0.05
534,Product 42,5,35.65395989186148,0.15
537,Product 10,4,32.95743517852553,0.1
553,Product 3,5,256.4677905033749,0.0
513,Product 60,5,397.8635192697713,0.1
530,Product 29,3,86.54121865644477,0.1
553,Product 67,9,306.76256576847163,0.15
530,Product 98,1,142.99059641889005,0.1
505,Product 81,5,270.159462421926,0.2
554,Product 33,8,301.69860030446966,0.15
520,Product 26,1,89.8873150964796,0.2
553,Product 94,2,123.86831829746345,0.1
547,Product 78,1,490.7477748552885,0.0
554,Product 16,1,434.71747370794014,0.2
549,Product 17,2,388.6766909122653,0.1
547,Product 48,5,325.6331185231988,0.1
520,Product 82,3,314.43330003430896,0.05
522,Product 84,4,127.79546731781838,0.0
542,Product 52,2,209.48217967155756,0.2
504,Product 81,1,256.4677905033749,0.1
505,Product 41,7,420.3098690873738,0.05
523,Product 90,3,356.47237386068207,0.1
546,Product 53,5,471.1491981415001,0.05
557,Product 78,3,328.2593755566492,0.2
549,Product 96,4,409.3204669848642,0.05
518,Product 73,7,346.63944058658893,0.05
520,Product 48,7,242.16681591499383,0.0
510,Product 99,2,396.57691117024353,0.05
527,Product 84,2,180.9220616450449,0.0
515,Product 12,1,128.56879385535223,0.0
516,Product 22,8,256.4677905033749,0.2
541,Product 56,5,172.77360622664625,0.1
550,Product 35,9,393.1603888074,0.0
516,Product 28,9,183.9130838297349,0.0
526,Product 61,4,89.72287446619728,0.05
529,Product 50,8,141.12041159670602,0.05
513,Product 64,2,120.75420892983986,0.15
535,Product 41,2,274.1563308406443,0.0
543,Product 20,2,163.32462316468764,0.2
517,Product 21,7,163.54047961672015,0.2
544,Product 80,8,184.874127833844,0.2
518,Product 58,3,111.46714651331908,0.0
525,Product 52,2,48.04817398908648,0.0
542,Product 70,7,238.49178050868332,0.2
545,Product 48,7,174.44912259222292,0.0
529,Product 93,5,205.52730564479305,0.0
560,Product 50,2,117.58142238260297,0.05
526,Product 25,1,413.2620644704661,0.1
529,Product 23,3,349.1160870419408,0.0
541,Product 96,4,404.49425606287474,0.0
527,Product 38,7,211.48384381734712,0.0
552,Product 90,1,67.42991378331438,0.05
557,Product 46,3,392.8477093161795,0.05
531,Product 71,4,256.4677905033749,0.1
544,Product 85,8,256.4677905033749,0.05
542,Product 12,7,305.78222827409377,0.2
536,Product 81,4,336.7552217397725,0.05
522,Product 45,2,255.05524851754723,0.1
520,Product 74,3,272.6081886375379,0.2
547,Product 66,2,366.2578131915412,0.05
534,Product 67,7,128.5465233546095,0.1
521,Product 15,5,360.06784039490867,0.0
521,Product 16,3,295.6337678340889,0.15
560,Product 13,5,405.26587598314006,0.1
542,Product 60,8,276.8035099608939,0.05
525,Product 11,1,196.45367783624832,0.05
556,Product 58,5,419.5547046761528,0.0
539,Product 52,6,253.1667889123572,0.2
533,Product 30,3,442.62826009417387,0.05
538,Product 71,6,179.21755659999505,0.05
529,Product 34,3,148.4114889213018,0.2
555,Product 76,9,256.4677905033749,0.1
541,Product 84,9,454.8704089520135,0.1
534,Product 84,1,232.629257303151,0.15
558,Product 84,7,392.509541538523,0.15
551,Product 97,6,150.85621579965257,0.2
553,Product 11,2,191.76109399730493,0.05
508,Product 72,4,32.00653650785177,0.1
550,Product 82,2,14.43653917438178,0.0
512,Product 87,8,476.5886749918214,0.15
536,Product 91,5,405.2798246504222,0.2
522,Product 18,1,359.47137280848267,0.05
505,Product 37,2,339.5056440322641,0.2
529,Product 84,9,345.7158118384972,0.1
535,Product 80,5,261.78868746131616,0.1
559,Product 18,5,256.4677905033749,0.05
517,Product 20,1,192.15225450410185,0.1
515,Product 51,3,15.93052722029264,0.15
544,Product 19,4,47.04646990220788,0.1
515,Product 13,5,107.50614809012404,0.1
549,Product 34,9,107.6424648687324,0.05
535,Product 67,3,258.459226901972,0.15
510,Product 8,7,84.28158665204869,0.05
544,Product 16,1,86.67359084176428,0.0
511,Product 71,8,272.4717336803135,0.2
516,Product 97,6,152.12231066159407,0.0
521,Product 69,1,335.46749864459446,0.0
549,Product 40,8,320.8382075471268,0.05
521,Product 12,4,202.438064202994,0.1
502,Product 50,7,242.38496027870727,0.1
514,Product 81,1,350.35175935410984,0.15
546,Product 1,3,445.4429493300453,0.0
519,Product 57,5,470.9844150465229,0.0
502,Product 25,3,131.19675475135085,0.0
505,Product 96,5,128.33327777586524,0.1
518,Product 4,4,95.8586683318554,0.0
536,Product 79,8,410.22193858776166,0.15
539,Product 76,7,305.71161706125554,0.0
539,Product 88,8,382.8171521560831,0.0
532,Product 42,3,269.53326473335375,0.05
533,Product 69,7,60.23282239257248,0.1
515,Product 75,4,10.065999572197809,0.1
557,Product 9,3,256.4677905033749,0.0
508,Product 87,9,326.7647834025859,0.0
504,Product 27,9,214.0871716329007,0.15
511,Product 13,5,256.4677905033749,0.1
524,Product 50,9,378.3560262739618,0.05
555,Product 87,9,448.1062082412929,0.05
549,Product 38,5,284.73236452008547,0.15
517,Product 36,6,163.77513602996362,0.1
555,Product 2,1,458.1288452857939,0.0
555,Product 66,3,130.2226339414434,0.2
541,Product 89,2,297.0737463422244,0.1
517,Product 32,3,297.5988882138645,0.0
523,Product 30,5,89.06777251713801,0.1
517,Product 91,5,471.429073462435,0.1
522,Product 48,3,476.2006070772978,0.05
534,Product 98,9,451.9506964070835,0.0
509,Product 70,4,256.4677905033749,0.0
514,Product 87,3,331.810471102533,0.15
515,Product 41,3,381.9125884357462,0.0
532,Product 80,6,73.739528216184,0.15
527,Product 88,2,42.56702963037334,0.2
537,Product 95,3,256.4677905033749,0.2
543,Product 62,1,478.0064515729337,0.15
514,Product 91,3,400.1583107652706,0.05
556,Product 91,9,356.2486362405677,0.1
551,Product 19,7,91.2173921118764,0.1
508,Product 72,8,179.14418216216316,0.0
546,Product 27,7,115.05917666665064,0.0
516,Product 96,6,144.8912245914115,0.1
513,Product 18,5,310.66601597635463,0.1
